,Model,Publication Year,Research Areas
25552,LeNet,2020,Computer Science
25553,LeNet,2020,Engineering
25554,LeNet,2020,Telecommunications
25555,LeNet,2019,Environmental Sciences & Ecology
25556,LeNet,2019,Geology
25557,LeNet,2019,Remote Sensing
25558,LeNet,2019,Imaging Science & Photographic Technology
25559,LeNet,2019,Computer Science
25560,LeNet,2019,Engineering
25561,LeNet,2019,Telecommunications
25562,LeNet,2016,Computer Science
25563,LeNet,2020,Computer Science
25564,LeNet,2020,Engineering
25565,LeNet,2020,Computer Science
25566,LeNet,2018,Computer Science
25567,LeNet,2018,Engineering
25568,LeNet,2016,Computer Science
25569,LeNet,2016,Engineering
25570,LeNet,2021,Science & Technology - Other Topics
25571,LeNet,2022,Computer Science
25572,LeNet,2022,Engineering
25573,LeNet,2021,Life Sciences & Biomedicine - Other Topics
25574,LeNet,2021,Computer Science
25575,LeNet,2021,Engineering
25576,LeNet,2021,Mathematical & Computational Biology
25577,LeNet,2021,Computer Science
25578,LeNet,2021,Computer Science
25579,LeNet,2021,Engineering
25580,LeNet,2021,Imaging Science & Photographic Technology
25581,LeNet,2021,Computer Science
25582,LeNet,2021,Computer Science
25583,LeNet,2019,Computer Science
25584,LeNet,2019,Engineering
25585,LeNet,2019,Imaging Science & Photographic Technology
25586,LeNet,2019,Computer Science
25587,LeNet,2015,Computer Science
25588,LeNet,2015,Engineering
25589,LeNet,2022,Computer Science
25590,LeNet,2022,Engineering
25591,LeNet,2022,Telecommunications
25592,LeNet,2022,Chemistry
25593,LeNet,2022,Engineering
25594,LeNet,2022,Instruments & Instrumentation
25595,LeNet,2021,Others
25596,LeNet,2021,Engineering
25597,LeNet,2021,Computer Science
25598,LeNet,2021,Engineering
25599,LeNet,2020,Computer Science
25600,LeNet,2020,Engineering
25601,LeNet,2020,Telecommunications
25602,LeNet,2018,Computer Science
25603,LeNet,2017,Optics
25604,LeNet,2017,Computer Science
25605,LeNet,2017,Engineering
25606,LeNet,2016,Computer Science
25607,LeNet,2016,Engineering
25608,LeNet,2022,Computer Science
25609,LeNet,2022,Engineering
25610,LeNet,2022,Imaging Science & Photographic Technology
25611,LeNet,2020,Computer Science
25612,LeNet,2020,Engineering
25613,LeNet,2019,Others
25614,LeNet,2019,Engineering
25615,LeNet,2019,Computer Science
25616,LeNet,2019,Engineering
25617,LeNet,2019,Materials Science
25618,LeNet,2019,Others
25619,LeNet,2019,Computer Science
25620,LeNet,2019,Engineering
25621,LeNet,2019,Telecommunications
25622,LeNet,2018,Computer Science
25623,LeNet,2018,Science & Technology - Other Topics
25624,LeNet,2021,General & Internal Medicine
25625,LeNet,2021,Engineering
25626,LeNet,2020,Computer Science
25627,LeNet,2020,Engineering
25628,LeNet,2019,Engineering
25629,LeNet,2019,Robotics
25630,LeNet,2018,Computer Science
25631,LeNet,2017,Computer Science
25632,LeNet,2017,Engineering
25633,LeNet,2022,Optics
25634,LeNet,2022,Engineering
25635,LeNet,2022,Materials Science
25636,LeNet,2022,Chemistry
25637,LeNet,2022,Engineering
25638,LeNet,2022,Instruments & Instrumentation
25639,LeNet,2021,Computer Science
25640,LeNet,2021,Engineering
25641,LeNet,2021,Computer Science
25642,LeNet,2021,Computer Science
25643,LeNet,2021,Engineering
25644,LeNet,2021,Imaging Science & Photographic Technology
25645,LeNet,2021,Engineering
25646,LeNet,2021,Computer Science
25647,LeNet,2021,Engineering
25648,LeNet,2018,Computer Science
25649,LeNet,2018,Engineering
25650,LeNet,2022,Computer Science
25651,LeNet,2022,Computer Science
25652,LeNet,2020,General & Internal Medicine
25653,LeNet,2020,Computer Science
25654,LeNet,2020,Engineering
25655,LeNet,2020,Computer Science
25656,LeNet,2018,Computer Science
25657,LeNet,2018,Engineering
25658,LeNet,2017,Environmental Sciences & Ecology
25659,LeNet,2017,Remote Sensing
25660,LeNet,2017,Imaging Science & Photographic Technology
25661,LeNet,2016,Acoustics
25662,LeNet,2016,Engineering
25663,LeNet,2022,Others
25664,LeNet,2022,Engineering
25665,LeNet,2021,Computer Science
25666,LeNet,2021,Imaging Science & Photographic Technology
25667,LeNet,2020,Environmental Sciences & Ecology
25668,LeNet,2020,Geology
25669,LeNet,2020,Remote Sensing
25670,LeNet,2020,Imaging Science & Photographic Technology
25671,LeNet,2020,Chemistry
25672,LeNet,2020,Engineering
25673,LeNet,2020,Materials Science
25674,LeNet,2020,Physics
25675,LeNet,2019,Computer Science
25676,LeNet,2019,Engineering
25677,LeNet,2019,Computer Science
25678,LeNet,2019,Construction & Building Technology
25679,LeNet,2019,Engineering
25680,LeNet,2019,Transportation
25681,LeNet,2019,Computer Science
25682,LeNet,2019,Engineering
25683,LeNet,2019,Computer Science
25684,LeNet,2022,Chemistry
25685,LeNet,2022,Engineering
25686,LeNet,2022,Instruments & Instrumentation
25687,LeNet,2022,Automation & Control Systems
25688,LeNet,2022,Computer Science
25689,LeNet,2021,Computer Science
25690,LeNet,2021,Computer Science
25691,LeNet,2021,Engineering
25692,LeNet,2021,Optics
25693,LeNet,2021,Construction & Building Technology
25694,LeNet,2021,Science & Technology - Other Topics
25695,LeNet,2021,Energy & Fuels
25696,LeNet,2020,Computer Science
25697,LeNet,2020,Computer Science
25698,LeNet,2020,Engineering
25699,LeNet,2018,Computer Science
25700,LeNet,2018,Robotics
25701,LeNet,2022,Computer Science
25702,LeNet,2022,Engineering
25703,LeNet,2021,Agriculture
25704,LeNet,2021,Others
25705,LeNet,2020,Engineering
25706,LeNet,2020,Optics
25707,LeNet,2020,Imaging Science & Photographic Technology
25708,LeNet,2020,Computer Science
25709,LeNet,2020,Engineering
25710,LeNet,2020,Telecommunications
25711,LeNet,2018,Computer Science
25712,LeNet,2018,Engineering
25713,LeNet,2016,Computer Science
25714,LeNet,2022,Science & Technology - Other Topics
25715,LeNet,2022,General & Internal Medicine
25716,LeNet,2022,Computer Science
25717,LeNet,2022,Engineering
25718,LeNet,2022,Imaging Science & Photographic Technology
25719,LeNet,2021,Chemistry
25720,LeNet,2021,Engineering
25721,LeNet,2021,Instruments & Instrumentation
25722,LeNet,2021,Others
25723,LeNet,2021,Energy & Fuels
25724,LeNet,2021,Others
25725,LeNet,2021,Computer Science
25726,LeNet,2021,Engineering
25727,LeNet,2021,Telecommunications
25728,LeNet,2021,Computer Science
25729,LeNet,2021,Engineering
25730,LeNet,2021,Transportation
25731,LeNet,2020,Computer Science
25732,LeNet,2020,Computer Science
25733,LeNet,2020,Computer Science
25734,LeNet,2020,Engineering
25735,LeNet,2019,Computer Science
25736,LeNet,2018,Computer Science
25737,LeNet,2018,Engineering
25738,LeNet,2016,Computer Science
25739,LeNet,2022,Computer Science
25740,LeNet,2021,Imaging Science & Photographic Technology
25741,LeNet,2021,Computer Science
25742,LeNet,2020,Engineering
25743,LeNet,2020,Science & Technology - Other Topics
25744,LeNet,2019,Science & Technology - Other Topics
25745,LeNet,2019,Energy & Fuels
25746,LeNet,2019,Biochemistry & Molecular Biology
25747,LeNet,2019,Others
25748,LeNet,2019,Mathematical & Computational Biology
25749,LeNet,2019,Computer Science
25750,LeNet,2019,Engineering
25751,LeNet,2019,Imaging Science & Photographic Technology
25752,LeNet,2018,Optics
25753,LeNet,2018,Computer Science
25754,LeNet,2017,Computer Science
25755,LeNet,2017,Engineering
25756,LeNet,2021,Chemistry
25757,LeNet,2021,Engineering
25758,LeNet,2021,Instruments & Instrumentation
25759,LeNet,2020,Computer Science
25760,LeNet,2020,Neurosciences & Neurology
25761,LeNet,2020,Chemistry
25762,LeNet,2020,Engineering
25763,LeNet,2020,Materials Science
25764,LeNet,2020,Physics
25765,LeNet,2020,Computer Science
25766,LeNet,2020,Engineering
25767,LeNet,2020,Telecommunications
25768,LeNet,2019,Engineering
25769,LeNet,2018,Computer Science
25770,LeNet,2018,Engineering
25771,LeNet,2018,Computer Science
25772,LeNet,2018,Imaging Science & Photographic Technology
25773,LeNet,2016,Computer Science
25774,LeNet,2022,Engineering
25775,LeNet,2021,Science & Technology - Other Topics
25776,LeNet,2021,Acoustics
25777,LeNet,2021,Engineering
25778,LeNet,2021,Acoustics
25779,LeNet,2021,Computer Science
25780,LeNet,2021,Engineering
25781,LeNet,2021,Imaging Science & Photographic Technology
25782,LeNet,2021,Telecommunications
25783,LeNet,2021,Computer Science
25784,LeNet,2021,Engineering
25785,LeNet,2021,Imaging Science & Photographic Technology
25786,LeNet,2020,Engineering
25787,LeNet,2020,Computer Science
25788,LeNet,2020,Engineering
25789,LeNet,2018,Engineering
25790,LeNet,2018,Imaging Science & Photographic Technology
25791,LeNet,2018,"Radiology, Nuclear Medicine & Medical Imaging"
25792,LeNet,2022,Computer Science
25793,LeNet,2022,Engineering
25794,LeNet,2022,Computer Science
25795,LeNet,2022,Engineering
25796,LeNet,2021,Engineering
25797,LeNet,2021,Computer Science
25798,LeNet,2021,Imaging Science & Photographic Technology
25799,LeNet,2021,Computer Science
25800,LeNet,2021,Engineering
25801,LeNet,2020,Engineering
25802,LeNet,2020,Instruments & Instrumentation
25803,LeNet,2020,Computer Science
25804,LeNet,2020,Materials Science
25805,LeNet,2019,Engineering
25806,LeNet,2019,Telecommunications
25807,LeNet,2019,Remote Sensing
25808,LeNet,2019,Imaging Science & Photographic Technology
25809,LeNet,2019,Computer Science
25810,LeNet,2019,Imaging Science & Photographic Technology
25811,LeNet,2018,Computer Science
25812,LeNet,2018,Imaging Science & Photographic Technology
25813,LeNet,2018,Computer Science
25814,LeNet,2018,Engineering
25815,LeNet,2017,Computer Science
25816,LeNet,2017,Engineering
25817,LeNet,2017,Computer Science
25818,LeNet,2017,Engineering
25819,LeNet,2017,Computer Science
25820,LeNet,2017,Engineering
25821,LeNet,2022,Computer Science
25822,LeNet,2022,Engineering
25823,LeNet,2022,Telecommunications
25824,LeNet,2022,Computer Science
25825,LeNet,2022,Engineering
25826,LeNet,2022,Telecommunications
25827,LeNet,2021,Construction & Building Technology
25828,LeNet,2021,Engineering
25829,LeNet,2021,Chemistry
25830,LeNet,2021,Engineering
25831,LeNet,2021,Instruments & Instrumentation
25832,LeNet,2021,Chemistry
25833,LeNet,2021,Engineering
25834,LeNet,2021,Materials Science
25835,LeNet,2021,Physics
25836,LeNet,2021,Computer Science
25837,LeNet,2021,Engineering
25838,LeNet,2020,Optics
25839,LeNet,2017,Computer Science
25840,LeNet,2021,Computer Science
25841,LeNet,2021,Engineering
25842,LeNet,2021,Computer Science
25843,LeNet,2021,Engineering
25844,LeNet,2020,Computer Science
25845,LeNet,2017,Computer Science
25846,LeNet,2017,Engineering
25847,LeNet,2022,Computer Science
25848,LeNet,2021,Computer Science
25849,LeNet,2021,Imaging Science & Photographic Technology
25850,LeNet,2021,Computer Science
25851,LeNet,2021,Automation & Control Systems
25852,LeNet,2021,Robotics
25853,LeNet,2021,Computer Science
25854,LeNet,2020,Computer Science
25855,LeNet,2020,Computer Science
25856,LeNet,2020,Engineering
25857,LeNet,2020,Computer Science
25858,LeNet,2020,Engineering
25859,LeNet,2020,Mathematical & Computational Biology
25860,LeNet,2019,Computer Science
25861,LeNet,2019,Engineering
25862,LeNet,2019,Imaging Science & Photographic Technology
25863,LeNet,2019,Computer Science
25864,LeNet,2019,Telecommunications
25865,LeNet,2019,Computer Science
25866,LeNet,2019,Imaging Science & Photographic Technology
25867,LeNet,2018,Computer Science
25868,LeNet,2018,Engineering
25869,LeNet,2018,Imaging Science & Photographic Technology
25870,LeNet,2017,Computer Science
25871,LeNet,2017,Engineering
25872,LeNet,2017,Computer Science
25873,LeNet,2017,Engineering
25874,LeNet,2022,Computer Science
25875,LeNet,2022,Engineering
25876,LeNet,2022,Physics
25877,LeNet,2022,Science & Technology - Other Topics
25878,LeNet,2022,Computer Science
25879,LeNet,2022,Materials Science
25880,LeNet,2022,Computer Science
25881,LeNet,2022,Imaging Science & Photographic Technology
25882,LeNet,2020,Environmental Sciences & Ecology
25883,LeNet,2020,Geology
25884,LeNet,2020,Remote Sensing
25885,LeNet,2020,Imaging Science & Photographic Technology
25886,LeNet,2020,Computer Science
25887,LeNet,2019,Computer Science
25888,LeNet,2017,Optics
25889,LeNet,2017,"Radiology, Nuclear Medicine & Medical Imaging"
25890,LeNet,2022,Computer Science
25891,LeNet,2022,Engineering
25892,LeNet,2022,Imaging Science & Photographic Technology
25893,LeNet,2021,Computer Science
25894,LeNet,2021,Engineering
25895,LeNet,2021,Computer Science
25896,LeNet,2021,Engineering
25897,LeNet,2021,Telecommunications
25898,LeNet,2019,Computer Science
25899,LeNet,2019,Computer Science
25900,LeNet,2017,Neurosciences & Neurology
25901,LeNet,2022,Chemistry
25902,LeNet,2022,Engineering
25903,LeNet,2022,Instruments & Instrumentation
25904,LeNet,2021,Life Sciences & Biomedicine - Other Topics
25905,LeNet,2021,Computer Science
25906,LeNet,2021,Engineering
25907,LeNet,2021,Mathematical & Computational Biology
25908,LeNet,2021,Computer Science
25909,LeNet,2021,Computer Science
25910,LeNet,2020,Others
25911,LeNet,2020,Computer Science
25912,LeNet,2020,Engineering
25913,LeNet,2020,Engineering
25914,LeNet,2020,Optics
25915,LeNet,2020,Imaging Science & Photographic Technology
25916,LeNet,2020,Computer Science
25917,LeNet,2019,Agriculture
25918,LeNet,2019,Computer Science
25919,LeNet,2019,Computer Science
25920,LeNet,2018,Computer Science
25921,LeNet,2018,Computer Science
25922,LeNet,2018,Imaging Science & Photographic Technology
25923,LeNet,2022,Engineering
25924,LeNet,2021,Optics
25925,LeNet,2021,Computer Science
25926,LeNet,2022,Computer Science
25927,LeNet,2021,Computer Science
25928,LeNet,2021,Engineering
25929,LeNet,2020,Computer Science
25930,LeNet,2020,Telecommunications
25931,LeNet,2019,Science & Technology - Other Topics
25932,LeNet,2018,Engineering
25933,LeNet,2021,Medical Informatics
25934,LeNet,2021,Engineering
25935,LeNet,2021,Engineering
25936,LeNet,2021,Computer Science
25937,LeNet,2021,Computer Science
25938,LeNet,2021,Engineering
25939,LeNet,2021,Telecommunications
25940,LeNet,2021,Computer Science
25941,LeNet,2021,Engineering
25942,LeNet,2021,Telecommunications
25943,LeNet,2020,Computer Science
25944,LeNet,2020,Imaging Science & Photographic Technology
25945,LeNet,2019,Computer Science
25946,LeNet,2019,Engineering
25947,LeNet,2019,Computer Science
25948,LeNet,2022,Others
25949,LeNet,2022,Chemistry
25950,LeNet,2022,Engineering
25951,LeNet,2022,Instruments & Instrumentation
25952,LeNet,2022,Computer Science
25953,LeNet,2022,Engineering
25954,LeNet,2022,Imaging Science & Photographic Technology
25955,LeNet,2021,Computer Science
25956,LeNet,2021,Engineering
25957,LeNet,2021,Imaging Science & Photographic Technology
25958,LeNet,2021,Engineering
25959,LeNet,2021,Imaging Science & Photographic Technology
25960,LeNet,2020,Environmental Sciences & Ecology
25961,LeNet,2020,Geology
25962,LeNet,2020,Remote Sensing
25963,LeNet,2020,Imaging Science & Photographic Technology
25964,LeNet,2020,Others
25965,LeNet,2020,Optics
25966,LeNet,2020,Imaging Science & Photographic Technology
25967,LeNet,2020,"Radiology, Nuclear Medicine & Medical Imaging"
25968,LeNet,2018,Computer Science
25969,LeNet,2018,Computer Science
25970,LeNet,2018,Imaging Science & Photographic Technology
25971,LeNet,2018,Computer Science
25972,LeNet,2016,Engineering
25973,LeNet,2016,Telecommunications
25974,LeNet,2021,Remote Sensing
25975,LeNet,2021,Imaging Science & Photographic Technology
25976,LeNet,2022,Engineering
25977,LeNet,2022,Imaging Science & Photographic Technology
25978,LeNet,2021,Engineering
25979,LeNet,2021,Computer Science
25980,LeNet,2020,Engineering
25981,LeNet,2020,Optics
25982,LeNet,2020,Computer Science
25983,LeNet,2020,Imaging Science & Photographic Technology
25984,LeNet,2020,Computer Science
25985,LeNet,2020,Engineering
25986,LeNet,2020,Imaging Science & Photographic Technology
25987,LeNet,2018,Automation & Control Systems
25988,LeNet,2018,Robotics
25989,LeNet,2022,Environmental Sciences & Ecology
25990,LeNet,2022,Others
25991,LeNet,2022,Automation & Control Systems
25992,LeNet,2022,Computer Science
25993,LeNet,2022,Engineering
25994,LeNet,2021,Life Sciences & Biomedicine - Other Topics
25995,LeNet,2021,Computer Science
25996,LeNet,2021,Engineering
25997,LeNet,2021,Mathematical & Computational Biology
25998,LeNet,2021,Computer Science
25999,LeNet,2021,Engineering
26000,LeNet,2021,Telecommunications
26001,LeNet,2021,"Radiology, Nuclear Medicine & Medical Imaging"
26002,LeNet,2020,Engineering
26003,LeNet,2020,Others
26004,LeNet,2020,Others
26005,LeNet,2020,Computer Science
26006,LeNet,2020,Engineering
26007,LeNet,2019,Computer Science
26008,LeNet,2019,Engineering
26009,LeNet,2022,Computer Science
26010,LeNet,2022,Optics
26011,LeNet,2022,Computer Science
26012,LeNet,2021,Computer Science
26013,LeNet,2021,Environmental Sciences & Ecology
26014,LeNet,2021,Computer Science
26015,LeNet,2021,Computer Science
26016,LeNet,2021,Engineering
26017,LeNet,2021,Telecommunications
26018,LeNet,2020,Computer Science
26019,LeNet,2020,Mathematical & Computational Biology
26020,LeNet,2020,Medical Informatics
26021,LeNet,2020,Computer Science
26022,LeNet,2020,Imaging Science & Photographic Technology
26023,LeNet,2020,Computer Science
26024,LeNet,2017,Computer Science
26025,LeNet,2017,Engineering
26026,LeNet,2022,Computer Science
26027,LeNet,2022,Computer Science
26028,LeNet,2022,Engineering
26029,LeNet,2021,Science & Technology - Other Topics
26030,LeNet,2021,Computer Science
26031,LeNet,2021,Engineering
26032,LeNet,2021,Telecommunications
26033,LeNet,2021,Computer Science
26034,LeNet,2021,Engineering
26035,LeNet,2020,Engineering
26036,LeNet,2020,Engineering
26037,LeNet,2020,Optics
26038,LeNet,2020,Computer Science
26039,LeNet,2020,Imaging Science & Photographic Technology
26040,LeNet,2019,General & Internal Medicine
26041,LeNet,2022,Computer Science
26042,LeNet,2022,Engineering
26043,LeNet,2022,Computer Science
26044,LeNet,2022,Engineering
26045,LeNet,2022,Environmental Sciences & Ecology
26046,LeNet,2022,Geology
26047,LeNet,2022,Remote Sensing
26048,LeNet,2022,Imaging Science & Photographic Technology
26049,LeNet,2022,Science & Technology - Other Topics
